Solution_ID,Text,Embedding
145,"Gestion et pilotage, Changement des habitudes de maintenance si plusieurs centrales d'air sont utilisées., La diminution la longueur du réseau d'air entraîne une diminution des fuites d'air.","[ 2.3532414  -0.31343603  0.30336314 ...  0.3220619  -0.83996934
 -0.6772467 ]"
146,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
147,"Traitement de l'air, de la consommation d'énergie annuelle","[ 2.4444933  -0.06271487 -0.31265673 ... -0.22925104 -0.75647014
 -0.525999  ]"
148,"Régulation, Diminution des marches à vide des compresseurs Fonctionnement des compresseurs à leur capacité nominale","[ 1.8720777   0.17876652 -0.51790416 ... -0.48971143 -0.48121238
 -0.53157294]"
149,"Régulation, de la consommation annuelle des compresseurs","[ 0.98818827 -1.9529047   0.22717099 ... -0.20239224  0.53019667
  0.21733554]"
150,"Stockage, Nécessite un espace libre au sol près des procédés industriels, Augmentation de la durée de vie des compresseurs par la réduction des cycles marche/arrêt. Diminution du fonctionnement des compresseur en marche à vide Lissage de la production d'air comprimé.","[ 2.3155966   0.6151809   0.10446804 ...  0.33515862 -0.70346355
 -0.16065584]"
151,"Stockage, Modification du réseau existant Espace libre nécessaire, Augmentation de la durée de vie des compresseurs par la réduction des cycles marche/arrêt. Diminution du fonctionnement des compresseur en marche à vide Lissage de la production d'air comprimé.","[ 1.4405552   0.80037564  0.49097487 ...  0.5350439  -0.5860445
 -0.10075408]"
152,"Gestion et pilotage, Programmation du redémarrage des compresseurs avant la production., Diminution de la consommation électrique talon du site","[ 0.9964349   0.32852525  0.25149265 ... -0.07983069 -0.06402919
 -0.65649307]"
153,"Ajustement production/besoin, Une adaptation du réseau d'air peut être à effectuer. Une régulation automatique doit être installée pour gérer le passage entre l'utilisation du petit compresseur et l'utilisation des compresseurs classiques., de la consommation annuelle des compresseurs, Diminution du taux de fuite lorsque les charges sont faibles.","[ 1.880781   -0.27593943 -0.06099789 ... -0.42746577  0.05708423
 -0.56425864]"
154,"Compresseur, Investissement important, de la consommation annuelle des compresseurs","[ 1.8244736  -0.36408725 -0.359515   ...  1.2734994   0.30590972
  0.6108735 ]"
155,"Régulation, Les coût détaillés plus loin sont les coûts hors taxe et opérations., Coût d'achat plus élevé que pour un purgeur manuel, Déclenchement automatique Réduction des pertes de charge dues aux échappements d'air comprimé Purges plus efficace et plus régulière Gain de temps par rapport aux purges manuels","[ 2.584948    0.22359887  0.7170851  ...  0.25381392  0.13310242
 -0.3232285 ]"
156,"Soufflette, Modification des habitudes de travail des utilisateurs, de la consommation de l'outil pneumatique en comparaison d'un outil électrique., Diminution du besoin d'air comprimé ; Limitation des gaspillages d'énergie.",[2.288272   0.55616564 0.2777913  ... 0.62706167 0.03367493 0.09242418]
157,"Soufflette, Modification des habitudes de travail des utilisateurs","[-0.425252    0.1300179  -0.5038494  ...  1.0184249  -0.13680352
 -1.1422316 ]"
158,"Soufflette, de diminution du débit d'air soufflé.",[ 1.3727359  0.1125386 -0.5071601 ... -0.3410422 -1.1175224 -0.677899 ]
159,"Soufflette, ","[ 0.00182551 -0.24079886 -0.7151505  ...  1.0325041  -0.35434866
 -0.58024883]"
160,"Réseau, Le coût de la campagne de détection et des réparations dépendra de la taille et de l’état de l’installation, La difficulté de cette démarche est réduite, il est cependant recommandé d’effectuer une détection lorsque les ateliers sont à l’arrêt., de la consommation des compresseurs, La réduction des fuites sur le réseau peut ensuite permettre d’abaisser la pression de production. Toute action sur l’efficacité d’un réseau d’air comprimé n’a de sens que si les fuites sont minimisées. Les compresseurs étant moins sollicités après réduction des fuites, de nouveaux appareils consommateurs d'air peuvent être installés. Amélioration de la performance des outils pneumatiques (atteinte des pressions de consigne en bout de réseau)","[ 2.1969018   0.11435892  0.27949858 ...  0.3379206  -0.24192147
 -0.21636413]"
161,"Maintenance, de gain en réduisant la perte de charge à l'aspiration de 0,05 bar par la maintenance des filtres. Gain sur la consommation électrique","[ 1.5778548e+00 -1.0510295e-01  1.6117821e+00 ... -1.2868377e-03
  5.1827830e-01 -3.0486760e-01]"
162,"Filtre, Effort de maintenance approfondi., de la consommation annuelle des compresseurs, Possibiliter d'abaisser la pression de production.","[ 1.6184207   0.39404947  0.9957381  ...  0.44017366 -0.06305508
  0.38685018]"
163,"Réseau, de la consommation annuelle des compresseurs","[ 2.4933503  -1.2581692   0.7072095  ...  0.46150732 -0.46178922
  0.54453725]"
164,"Purgeurs et condensats, Maintenance approfondie, Diminution des fuites Fonctionement des équipements consommateurs d'air améliorée (vannes, vérins, ...)","[ 2.3242881   0.03942988  0.8047291  ...  0.00539356 -0.609558
  0.51620245]"
165,"Purgeurs et condensats, Coût d'achat plus important, Pertes de charge dues aux échappements d'air réduites","[ 3.194818   -0.11503357  0.39222354 ...  0.4366635   0.34450164
 -0.13150917]"
167,"Maintenance, Motivation du personnel, Implication du personnel dans la recherche d'économies d'énergie","[ 1.6626904   2.136351    0.82692987 ... -1.599018    1.2967033
  0.41503802]"
168,"Filtre, Temps de retour sur investissement à moyen terme, Diminution des pertes de charge sur le réseau Réduction du coût de production de l'air comprimé",[1.8817211  0.98618865 1.4020691  ... 1.2140889  0.1138431  0.878311  ]
169,"Filtre, ",[ 0.5596249  1.6763575  2.2719817 ...  2.80369   -1.5775154  1.1843729]
170,"Régulation, sur le coût de production pour une diminution d'1 bar seulement., Diminution du taux de fuite","[ 0.8540278  -0.2890238   0.15045702 ... -0.28782287 -0.0044039
 -1.0866253 ]"
171,"Compresseur, coût moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les coûts annuels proviennent de statistiques du Ministère de l'énergie aux Etats-Unis., de la consommation annuelle des compresseurs pour une diminution de la température de 5 (moy) et de 10°C (max)","[ 2.5059977   0.3459283   0.45799303 ... -0.07500556 -0.5377478
 -1.5583359 ]"
172,"Traitement de l'air, Un diagnostique du réseau préalable est nécessaire pour déterminer ces minima, d'économies d'énergie dans un réseau sous une pression de 1 bar, Réduction des pertes de charge Diminution du coût de maintenance et d'exploitation du réseau","[ 1.2479185  -0.29387492  0.6183662  ...  0.91771346 -0.73393995
 -0.06599467]"
174,"Traitement de l'air, ","[ 1.7728549   1.1714307  -0.37994537 ...  0.04177998 -1.3142473
 -1.6857721 ]"
176,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
178,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
179,"Réseau, ","[ 2.0837967   0.0729962   1.8632811  ...  2.060058   -1.9778464
  0.82063663]"
180,"Réseau, Réaménagement du réseau de conduites et des installations Redimensionnement des pompes éventuel, Réduction des pertes de charge Diminution des pertes de chaleur en cas de mauvaise isolation Maintenance plus aisé pour la détection des fuites notamment Réduction des coût d'entretient comme l'isolation","[ 1.9942518   0.03949287  1.6817801  ...  0.8749386  -0.9197384
 -0.57838005]"
181,"Vanne, Coût d’investissement élevé, 80 % de rendement au point nominal, Utilisation de l’intégralité du combustible","[ 1.476097   -0.38425323  0.41469127 ...  1.1260488   0.06842112
  0.34846163]"
182,"Réseau, d’isolant en fonction du diamètre, Le bon état des calorifuges doit être vérifié régulièrement. Attention aux difficultés d’accès de certaines zones., Gain de rendement de l’installation, Facilité de mise en œuvre Economie de consommation d’eau HSE : protection du personnel des surfaces chaudes","[ 1.4585342  -0.18836144  0.6199707  ...  0.97080946 -0.19141679
  0.2039587 ]"
183,"Réseau, ","[ 2.0837967   0.0729962   1.8632811  ...  2.060058   -1.9778464
  0.82063663]"
184,"Gestion et pilotage, Nécessite une étude préalable pour connaître les consommations en vapeur du site, Réduction des coûts liés à la production de vapeur Economies d'énergie Réduction des émissions de GES","[ 2.590654    0.16404003  0.55462676 ...  1.2430627  -0.10874493
 -0.14211796]"
185,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
186,"Condensat, ","[ 2.9180932  -2.3794668   0.29702315 ... -0.3967781  -1.253587
  1.0736226 ]"
187,"Régulation, En fontion de la durée de l'arrêt de la chaudière, de sérieux problèmes de corrosion peuvent survenir, Réduction des pertes de vapeur dans un réseau maintenu sous pression Elimination des pertes de charges liées à la mise sous pression du réseau","[ 2.3312995   0.29085934  1.2473537  ...  0.6110166  -0.4061591
 -0.03421995]"
188,"Fumées, par coupe-tirage, de la consommation de la chaudière","[ 1.9032875  -0.08260503  0.17775473 ...  0.34810618 -0.977994
 -0.07445289]"
189,"Régulation, Régulation plus précise Allongement de la durée de vie du brûleur Réduction de la production d'imbrûlés","[ 0.08358055  1.1293148   1.1656536  ... -0.3988478   0.36852533
 -1.3571222 ]"
191,"Purgeur, Maintenance approfondie","[ 2.627884    1.3287375   2.7621403  ...  0.75327677 -0.36896935
 -0.02685241]"
192,"Purgeur, coût annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis., gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée. Les données proviennent des statistiques du DOE, ministère de l'énergie aux Etats-Unis.","[ 2.0863743   0.12198356  0.20958447 ... -0.46926913  0.19975328
 -2.060434  ]"
193,"Purgeur, ","[ 2.4715211  -1.1853507   2.301816   ... -0.8221832  -1.0394311
 -0.16763397]"
194,"Réseau, ","[ 2.0837967   0.0729962   1.8632811  ...  2.060058   -1.9778464
  0.82063663]"
196,"Réseau, pour le coût de la production de vapeur., Repérer les fuites, gain annuel moyenné sur l'ensemble des entreprises américaines où l'opération a été effectuée.","[ 2.6541896  -0.35486943  0.8082234  ...  0.42055795  0.19105735
 -1.56974   ]"
197,"Condensat, Les pertes financières varient fortement selon la pression des condensats au moment de la fuite., Repérer les fuites, Augmentation de la durée de vie des équipements. Les fuites peuvent dégrader les conduites notamment par effet de corosion. Optimisation énergétique","[ 2.9375784  -0.20329513  1.047746   ...  0.8460276  -0.09504981
 -0.40074435]"
198,"Réseau, ","[ 2.0837967   0.0729962   1.8632811  ...  2.060058   -1.9778464
  0.82063663]"
199,"Condensat, pour un appareil à l'achat., Repérage rapide des fuites ou des défauts d’isolation Coûts de réparation réduits Gaspillage d’énergie réduit","[ 2.4672086  -0.47388676  1.1851354  ...  1.0275353  -0.60139513
  0.6443246 ]"
200,"Echangeur thermique, de la consommation de vapeur",[ 4.078721   0.1231214  1.3898202 ...  1.2780854 -1.6524726 -0.8221479]
201,"Maintenance, ","[-0.15292096  1.0839077  -0.9549962  ... -0.36191922  0.16161466
  1.2762885 ]"
202,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
203,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
204,"Régulation, ","[ 0.34231818 -1.4186722   0.28337595 ... -1.0273651   0.12602282
 -0.31039697]"
205,"Maintenance, Nécessite souvent un contrat annuel avec une société exploitante, Programmation d'arrêts des installations qui n'affecte pas la production, Allongement de la durée de vie des équipements Respect de la réglementation en termes de rejets","[ 1.6460136   0.759364   -0.27337044 ...  0.01177173  0.28942692
 -0.8216784 ]"
206,"Chaudière, Modification du réseau existant. Place disponible dans la chaufferie., Diminution de la maintenance sur la chaudière. Augmentation du taux de charge de la chaudière vapeur.","[ 1.4228991  -0.05870917  0.6819748  ...  0.8393575  -0.91425294
  0.31490797]"
207,"Régulation, sur la consommation de combustible pour la génération de vapeur","[ 1.3039231  -0.77815664  1.1306719  ...  0.21598847 -0.4503956
 -1.4820949 ]"
208,"Traitement de l'eau, Analyse précise de la composition de l'eau, d'amélioration du rendement thermique de l'installation, Réduction du bruit engendré Conservation du débit d'eau Réduction de la fréquence des pannes","[ 2.7357833  -0.8655927   0.45909232 ... -0.23379517 -1.0416272
 -0.9100492 ]"
209,"Désaérateur, ","[ 3.4011734  -0.6448592   0.7490536  ...  0.92472047 -1.2759837
 -0.01723928]"
210,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
211,"Condensat, ","[ 2.9180932  -2.3794668   0.29702315 ... -0.3967781  -1.253587
  1.0736226 ]"
212,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
213,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
214,"Récupération de chaleur, L'alimentation de l'eau doit être continue dans l'économiseur. Augmentation des coûts d'entretien de la chaudière, sur la consommation de la chaudière, Augmentation du rendement de la chaudière à vapeur ; Diminution de la température des fumées ;","[ 3.0210156  -0.5512311   1.2605468  ...  0.00448348 -0.46555796
  0.7318208 ]"
215,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
216,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
217,"Récupération de chaleur, de vapeur récupérée pour une détente de 8 bar à 0 bar","[ 3.4015214  -1.092764    1.8741828  ... -0.6968691  -0.97355485
  0.51945883]"
